studytime,score
6.243561663863074,75.46284043220385
14.310000289738827,123.4284915404225
11.247915185359671,103.23638247720433
9.381218778758512,95.44762514482618
3.1842609661941115,62.91277176982357
3.183923284706837,75.18100734607887
1.8131705703547925,58.99836672808429
13.126466040849092,110.34377555946597
9.415610164404923,101.19077538254055
10.913016089144637,98.46086219586807
1.2881829201412343,57.48523257572995
14.57873793026792,113.09533903194072
12.654196971205904,106.63005461153736
3.972747549495866,70.84804392682496
3.5455495408994087,71.4200806044741
3.5676631379480734,68.69515709569022
5.259391401433528,75.71871559522643
8.346590042851329,90.22743173631021
7.047230260989621,77.84354135311096
5.077207962772587,71.78681877188939
9.565940526113312,95.52650877576762
2.9529140491285855,70.05018137673751
5.090025079493055,77.16821684530758
6.129065806111684,71.83012825374475
7.384979779038503,88.54531874216649
11.99246345950219,108.03690589542937
3.7954329502170365,65.59255474955539
8.199282137790561,94.05479213315715
9.293803964068594,101.62401743282273
1.6503057780799681,62.90792948598083
